service_order_no,order_date,region,technician_id,job_code,job_description,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct
54332,2024-08-06,DE-Berlin,T0185,83020,Thermostat Replace,205.34,24.88,14.08,244.3,248.83,0.096,224.94,0,-19.36,-0.0861
54333,2024-06-05,DE-Hamburg,T0345,81433,Drier Replace,221.9,127.13,15.15,364.18,443.87,0.008,440.32,0,76.14,0.1729
54334,2024-08-17,DE-Hamburg,T0251,81120,Compressor Repair/Replace,365.97,103.87,25.3,495.14,577.87,0.045,551.87,0,56.73,0.1028
54335,2024-01-20,AT-Vienna,T0228,85005,Refrigerant Charge,153.56,92.96,27.92,274.44,348.52,0.055,329.35,1,54.91,0.1667
54336,2024-02-10,DE-Munich,T0024,84015,Leak Diagnosis & Seal,204.26,114.86,15.62,334.74,417.98,0.079,384.96,1,50.22,0.1305
54337,2024-05-27,DE-Berlin,T0015,81120,Compressor Repair/Replace,515.88,56.83,17.52,590.23,743.34,0.043,711.38,0,121.15,0.1703
54338,2024-04-17,DE-Berlin,T0320,82010,Evaporator Coil Replace,531.83,124.42,10.59,666.84,797.31,0.079,734.32,1,67.48,0.0919
54339,2024-03-24,AT-Vienna,T0463,81433,Drier Replace,333.45,114.67,20.97,469.09,559.47,0.07,520.31,0,51.22,0.0984
54340,2024-11-17,DE-Munich,T0478,83020,Thermostat Replace,105.69,42.15,6.43,154.27,169.71,0.164,141.88,1,-12.39,-0.0873
54341,2024-11-04,DE-Berlin,T0350,82010,Evaporator Coil Replace,297.7,72.42,19.61,389.73,468.92,0.032,453.91,0,64.18,0.1414
54342,2024-10-16,EU-EMEA-Remote,T0049,82010,Evaporator Coil Replace,243.54,59.06,22.64,325.24,335.14,0.113,297.27,1,-27.97,-0.0941
54343,2024-11-18,DE-Munich,T0240,85005,Refrigerant Charge,156.77,107.95,7.95,272.67,346.35,0.04,332.5,0,59.83,0.1799
54344,2024-05-13,NL-Amsterdam,T0195,85005,Refrigerant Charge,31.59,20.0,13.94,65.53,69.95,0.225,54.21,0,-11.32,-0.2088
54345,2024-07-25,DE-Berlin,T0130,84015,Leak Diagnosis & Seal,1168.0,123.29,21.52,1312.81,1564.87,0.225,1212.77,0,-100.04,-0.0825
54346,2024-10-09,EU-EMEA-Remote,T0473,82010,Evaporator Coil Replace,223.43,64.68,20.43,308.54,399.31,0.046,380.94,0,72.4,0.1901
54347,2024-09-22,NL-Amsterdam,T0263,84015,Leak Diagnosis & Seal,564.56,109.65,20.8,695.01,920.3,0.047,877.05,0,182.04,0.2076
54348,2024-03-13,AT-Vienna,T0164,81120,Compressor Repair/Replace,221.44,75.26,24.3,321.0,401.84,0.092,364.87,0,43.87,0.1202
54349,2024-12-17,DE-Berlin,T0115,81433,Drier Replace,281.98,78.22,8.63,368.83,472.59,0.053,447.54,0,78.71,0.1759
54350,2024-02-17,DE-Munich,T0219,82010,Evaporator Coil Replace,1120.27,15.2,27.67,1163.14,1481.58,0.048,1410.46,0,247.32,0.1753
54351,2024-11-21,DE-Hamburg,T0135,83020,Thermostat Replace,180.75,58.58,19.45,258.78,325.59,0.069,303.12,0,44.34,0.1463
54352,2024-08-20,NL-Amsterdam,T0073,81433,Drier Replace,539.1,107.74,17.23,664.07,897.67,0.093,814.19,0,150.12,0.1844
54353,2024-04-09,AT-Vienna,T0122,84015,Leak Diagnosis & Seal,542.51,84.19,7.08,633.78,685.57,0.041,657.46,0,23.68,0.036
54354,2024-02-28,DE-Hamburg,T0325,81433,Drier Replace,82.58,30.53,19.86,132.97,169.58,0.114,150.25,0,17.28,0.115
54355,2024-09-14,DE-Munich,T0368,83020,Thermostat Replace,207.59,97.97,26.1,331.66,364.37,0.138,314.09,1,-17.57,-0.0559
54356,2024-03-05,NL-Amsterdam,T0350,85005,Refrigerant Charge,188.2,69.8,23.13,281.13,369.53,0.145,315.95,1,34.82,0.1102
54357,2024-03-23,DE-Berlin,T0119,83020,Thermostat Replace,69.55,46.92,23.37,139.84,165.28,0.086,151.07,0,11.23,0.0743
54358,2024-06-02,NL-Amsterdam,T0337,85005,Refrigerant Charge,298.38,37.87,19.29,355.54,398.22,0.076,367.96,0,12.42,0.0338
54359,2024-09-22,DE-Berlin,T0105,85005,Refrigerant Charge,52.3,92.64,21.52,166.46,216.77,0.024,211.57,0,45.11,0.2132
54360,2024-11-04,DE-Munich,T0476,81433,Drier Replace,367.07,92.13,13.14,472.34,622.18,0.16,522.63,1,50.29,0.0962
54361,2024-03-19,DE-Munich,T0330,85005,Refrigerant Charge,244.39,114.69,21.96,381.04,430.11,0.04,412.91,0,31.87,0.0772
54362,2024-11-10,AT-Vienna,T0259,81433,Drier Replace,204.7,39.06,18.07,261.83,313.88,0.082,288.14,0,26.31,0.0913
54363,2024-05-29,DE-Munich,T0491,81120,Compressor Repair/Replace,193.84,120.56,13.0,327.4,418.82,0.165,349.71,0,22.31,0.0638
54364,2024-02-17,DE-Munich,T0183,83020,Thermostat Replace,205.57,122.66,28.04,356.27,440.03,0.133,381.51,1,25.24,0.0662
54365,2024-09-04,DE-Berlin,T0054,83020,Thermostat Replace,19.18,67.75,9.4,96.33,114.08,0.109,101.65,1,5.32,0.0523
54366,2024-10-04,AT-Vienna,T0459,85005,Refrigerant Charge,76.72,58.31,26.19,161.22,190.26,0.168,158.3,1,-2.92,-0.0184
54367,2024-12-21,NL-Amsterdam,T0217,85005,Refrigerant Charge,145.59,53.6,26.7,225.89,263.63,0.121,231.73,1,5.84,0.0252
54368,2024-04-07,DE-Berlin,T0072,81120,Compressor Repair/Replace,341.37,63.3,17.78,422.45,583.31,0.028,566.98,0,144.53,0.2549
54369,2024-01-25,AT-Vienna,T0412,84015,Leak Diagnosis & Seal,134.32,81.99,30.24,246.55,283.34,0.268,207.4,0,-39.15,-0.1888
54370,2024-10-10,DE-Hamburg,T0367,81120,Compressor Repair/Replace,171.44,122.08,17.61,311.13,398.87,0.031,386.51,0,75.38,0.195
54371,2024-10-27,DE-Hamburg,T0184,84015,Leak Diagnosis & Seal,369.61,114.95,17.11,501.67,585.86,0.056,553.05,0,51.38,0.0929
54372,2024-03-08,EU-EMEA-Remote,T0269,81433,Drier Replace,84.71,31.01,12.4,128.12,168.7,0.033,163.13,0,35.01,0.2146
54373,2024-01-07,DE-Munich,T0128,84015,Leak Diagnosis & Seal,189.37,56.61,21.93,267.91,325.12,0.128,283.5,0,15.59,0.055
54374,2024-10-31,NL-Amsterdam,T0496,82010,Evaporator Coil Replace,133.88,137.59,14.33,285.8,325.85,0.062,305.65,0,19.85,0.0649
54375,2024-05-16,DE-Berlin,T0086,84015,Leak Diagnosis & Seal,259.97,58.08,15.67,333.72,386.96,0.078,356.78,0,23.06,0.0646
54376,2024-06-12,AT-Vienna,T0005,81120,Compressor Repair/Replace,267.62,75.34,21.48,364.44,422.11,0.149,359.22,1,-5.22,-0.0145
54377,2024-03-23,EU-EMEA-Remote,T0118,81120,Compressor Repair/Replace,43.41,33.14,21.81,98.36,113.71,0.119,100.18,0,1.82,0.0182
54378,2024-05-17,DE-Hamburg,T0353,83020,Thermostat Replace,36.64,106.32,32.05,175.01,220.63,0.091,200.55,1,25.54,0.1273
54379,2024-03-13,EU-EMEA-Remote,T0490,83020,Thermostat Replace,294.23,24.35,29.45,348.03,408.36,0.121,358.95,0,10.92,0.0304
54380,2024-08-24,DE-Berlin,T0034,81120,Compressor Repair/Replace,179.85,34.74,26.41,241.0,320.21,0.033,309.64,0,68.64,0.2217
54381,2024-02-15,EU-EMEA-Remote,T0246,81120,Compressor Repair/Replace,410.76,113.42,20.83,545.01,633.83,0.069,590.1,0,45.09,0.0764
54382,2024-04-15,EU-EMEA-Remote,T0453,83020,Thermostat Replace,53.16,125.95,18.77,197.88,201.19,0.091,182.88,0,-15.0,-0.082
54383,2024-10-14,DE-Hamburg,T0480,81120,Compressor Repair/Replace,808.3,75.86,21.79,905.95,1188.68,0.068,1107.85,0,201.9,0.1822
54384,2024-09-18,NL-Amsterdam,T0077,81120,Compressor Repair/Replace,63.06,66.15,17.55,146.76,174.12,0.073,161.41,0,14.65,0.0908
54385,2024-06-24,EU-EMEA-Remote,T0225,82010,Evaporator Coil Replace,824.56,87.55,16.39,928.5,1144.34,0.125,1001.3,0,72.8,0.0727
54386,2024-06-14,EU-EMEA-Remote,T0134,84015,Leak Diagnosis & Seal,272.4,92.1,21.37,385.87,471.18,0.156,397.68,0,11.81,0.0297
54387,2024-05-24,AT-Vienna,T0108,81120,Compressor Repair/Replace,504.72,73.55,14.97,593.24,770.64,0.017,757.54,0,164.3,0.2169
54388,2024-11-25,DE-Hamburg,T0130,85005,Refrigerant Charge,346.67,70.41,15.46,432.54,588.26,0.163,492.37,0,59.83,0.1215
54389,2024-10-09,DE-Berlin,T0308,85005,Refrigerant Charge,176.78,32.1,29.64,238.52,285.72,0.209,226.0,1,-12.52,-0.0554
54390,2024-02-23,DE-Munich,T0143,82010,Evaporator Coil Replace,1141.43,82.76,10.96,1235.15,1425.22,0.053,1349.68,0,114.53,0.0849
54391,2024-06-26,DE-Berlin,T0233,81120,Compressor Repair/Replace,734.79,81.43,13.68,829.9,976.35,0.147,832.83,1,2.93,0.0035
54392,2024-08-31,DE-Hamburg,T0166,82010,Evaporator Coil Replace,592.4,57.39,32.19,681.98,901.39,0.039,866.24,0,184.26,0.2127
54393,2024-12-06,EU-EMEA-Remote,T0355,81120,Compressor Repair/Replace,657.87,55.95,18.86,732.68,920.59,0.091,836.82,1,104.14,0.1244
54394,2024-05-06,DE-Hamburg,T0425,81120,Compressor Repair/Replace,316.32,53.75,33.01,403.08,452.91,0.051,429.81,0,26.73,0.0622
54395,2024-09-27,DE-Munich,T0065,81120,Compressor Repair/Replace,147.3,101.31,12.66,261.27,327.1,0.086,298.97,1,37.7,0.1261
54396,2024-05-11,NL-Amsterdam,T0243,85005,Refrigerant Charge,619.46,108.69,22.59,750.74,792.2,0.024,773.19,0,22.45,0.029
54397,2024-04-02,DE-Munich,T0421,85005,Refrigerant Charge,155.29,68.43,28.17,251.89,357.25,0.103,320.45,1,68.56,0.2139
54398,2024-03-13,DE-Hamburg,T0195,81433,Drier Replace,235.32,65.73,14.75,315.8,361.62,0.092,328.35,1,12.55,0.0382
54399,2024-09-04,EU-EMEA-Remote,T0294,82010,Evaporator Coil Replace,115.4,60.1,35.39,210.89,255.03,0.042,244.32,0,33.43,0.1368
54400,2024-12-13,DE-Munich,T0229,84015,Leak Diagnosis & Seal,618.94,110.23,18.88,748.05,957.58,0.114,848.42,0,100.37,0.1183
54401,2024-09-29,DE-Berlin,T0010,83020,Thermostat Replace,153.83,67.89,26.07,247.79,298.35,0.09,271.5,0,23.71,0.0873
54402,2024-02-12,DE-Hamburg,T0492,82010,Evaporator Coil Replace,554.04,86.22,16.58,656.84,710.79,0.048,676.67,0,19.83,0.0293
54403,2024-02-10,DE-Hamburg,T0354,82010,Evaporator Coil Replace,607.72,85.98,33.93,727.63,980.96,0.067,915.24,0,187.61,0.205
54404,2024-06-18,DE-Berlin,T0056,85005,Refrigerant Charge,81.98,68.92,24.43,175.33,203.51,0.052,192.93,0,17.6,0.0912
54405,2024-07-30,NL-Amsterdam,T0098,81120,Compressor Repair/Replace,759.8,41.1,38.78,839.68,1039.96,0.029,1009.8,0,170.12,0.1685
54406,2024-06-16,DE-Munich,T0314,84015,Leak Diagnosis & Seal,331.97,64.12,31.43,427.52,465.64,0.101,418.61,0,-8.91,-0.0213
54407,2024-02-08,DE-Munich,T0266,82010,Evaporator Coil Replace,56.09,105.67,28.7,190.46,251.21,0.081,230.86,0,40.4,0.175
54408,2024-09-01,NL-Amsterdam,T0050,82010,Evaporator Coil Replace,791.57,72.78,14.36,878.71,1041.32,0.138,897.62,0,18.91,0.0211
54409,2024-05-30,DE-Berlin,T0128,82010,Evaporator Coil Replace,353.14,72.51,22.67,448.32,591.89,0.029,574.73,0,126.41,0.2199
54410,2024-04-20,AT-Vienna,T0342,81433,Drier Replace,115.01,41.79,19.47,176.27,227.81,0.032,220.52,0,44.25,0.2007
54411,2024-02-16,DE-Munich,T0115,85005,Refrigerant Charge,32.86,39.96,22.21,95.03,118.96,0.013,117.41,0,22.38,0.1906
54412,2024-03-03,NL-Amsterdam,T0226,85005,Refrigerant Charge,110.53,62.46,23.18,196.17,200.05,0.041,191.85,0,-4.32,-0.0225
54413,2024-08-12,DE-Berlin,T0482,81433,Drier Replace,129.85,120.02,14.79,264.66,312.01,0.101,280.5,0,15.84,0.0565
54414,2024-03-09,DE-Hamburg,T0425,81433,Drier Replace,425.16,81.94,20.75,527.85,618.56,0.051,587.01,0,59.16,0.1008
54415,2024-10-25,NL-Amsterdam,T0398,81433,Drier Replace,121.68,79.14,21.23,222.05,249.67,0.079,229.95,0,7.9,0.0344
54416,2024-10-16,EU-EMEA-Remote,T0473,84015,Leak Diagnosis & Seal,68.89,104.52,13.92,187.33,263.53,0.095,238.49,1,51.16,0.2145
54417,2024-10-22,AT-Vienna,T0471,81433,Drier Replace,279.12,72.9,28.4,380.42,489.16,0.101,439.75,1,59.33,0.1349
54418,2024-07-21,EU-EMEA-Remote,T0361,84015,Leak Diagnosis & Seal,586.24,111.47,23.78,721.49,898.38,0.079,827.41,1,105.92,0.128
54419,2024-03-01,AT-Vienna,T0322,85005,Refrigerant Charge,116.44,145.93,28.51,290.88,371.42,0.051,352.48,0,61.6,0.1748
54420,2024-11-13,EU-EMEA-Remote,T0418,81433,Drier Replace,645.38,90.23,25.9,761.51,961.27,0.012,949.73,0,188.22,0.1982
54421,2024-11-09,AT-Vienna,T0355,85005,Refrigerant Charge,305.23,79.22,8.29,392.74,487.74,0.074,451.65,0,58.91,0.1304
54422,2024-06-09,AT-Vienna,T0314,81120,Compressor Repair/Replace,776.58,94.7,15.33,886.61,1149.08,0.104,1029.58,1,142.97,0.1389
54423,2024-11-26,AT-Vienna,T0024,82010,Evaporator Coil Replace,547.0,84.42,35.23,666.65,769.59,0.124,674.16,0,7.51,0.0111
54424,2024-01-16,DE-Berlin,T0080,83020,Thermostat Replace,168.18,32.59,28.28,229.05,281.1,0.099,253.27,1,24.22,0.0956
54425,2024-12-03,NL-Amsterdam,T0469,85005,Refrigerant Charge,91.21,60.04,9.03,160.28,208.28,0.069,193.91,0,33.63,0.1734
54426,2024-04-03,DE-Berlin,T0081,85005,Refrigerant Charge,429.9,57.36,25.76,513.02,670.58,0.18,549.88,1,36.86,0.067
54427,2024-10-30,DE-Hamburg,T0096,84015,Leak Diagnosis & Seal,657.54,59.47,15.34,732.35,823.43,0.027,801.2,0,68.85,0.0859
54428,2024-05-17,DE-Hamburg,T0398,83020,Thermostat Replace,373.76,122.72,5.23,501.71,559.17,0.074,517.79,0,16.08,0.0311
54429,2024-12-03,EU-EMEA-Remote,T0348,81120,Compressor Repair/Replace,317.62,131.91,35.26,484.79,632.18,0.019,620.17,0,135.38,0.2183
54430,2024-02-07,DE-Berlin,T0225,81120,Compressor Repair/Replace,252.86,88.09,22.6,363.55,470.5,0.069,438.04,0,74.49,0.1701
54431,2024-05-06,DE-Berlin,T0199,82010,Evaporator Coil Replace,659.45,121.99,23.74,805.18,895.11,0.13,778.75,0,-26.43,-0.0339
54432,2024-10-01,DE-Berlin,T0447,81433,Drier Replace,135.05,31.02,11.95,178.02,225.28,0.071,209.29,1,31.27,0.1494
54433,2024-06-12,DE-Hamburg,T0398,82010,Evaporator Coil Replace,384.32,83.51,12.77,480.6,603.93,0.245,455.97,1,-24.63,-0.054
54434,2024-11-14,DE-Munich,T0006,84015,Leak Diagnosis & Seal,42.68,110.31,9.27,162.26,195.5,0.028,190.03,0,27.77,0.1461
54435,2024-03-17,NL-Amsterdam,T0011,83020,Thermostat Replace,157.48,17.03,33.34,207.85,238.87,0.113,211.88,0,4.03,0.019
54436,2024-06-22,EU-EMEA-Remote,T0411,84015,Leak Diagnosis & Seal,394.08,96.39,8.85,499.32,586.25,0.077,541.11,0,41.79,0.0772
54437,2024-12-23,AT-Vienna,T0310,84015,Leak Diagnosis & Seal,630.62,44.13,34.93,709.68,773.74,0.071,718.8,1,9.12,0.0127
54438,2024-11-16,NL-Amsterdam,T0090,81433,Drier Replace,338.5,28.84,14.11,381.45,406.77,0.118,358.77,0,-22.68,-0.0632
54439,2024-03-31,DE-Hamburg,T0437,81433,Drier Replace,378.82,110.75,12.18,501.75,623.87,0.058,587.69,0,85.94,0.1462
54440,2024-08-25,AT-Vienna,T0226,84015,Leak Diagnosis & Seal,823.44,55.8,21.56,900.8,1173.56,0.176,967.01,0,66.21,0.0685
54441,2024-09-20,EU-EMEA-Remote,T0281,83020,Thermostat Replace,66.7,73.09,16.53,156.32,189.06,0.236,144.44,0,-11.88,-0.0822
54442,2024-06-27,DE-Berlin,T0420,85005,Refrigerant Charge,66.44,89.37,22.78,178.59,212.16,0.153,179.7,0,1.11,0.0062
54443,2024-07-27,EU-EMEA-Remote,T0402,82010,Evaporator Coil Replace,449.08,75.45,14.98,539.51,611.42,0.069,569.23,0,29.72,0.0522
54444,2024-03-13,DE-Berlin,T0499,83020,Thermostat Replace,50.96,72.19,19.49,142.64,180.76,0.156,152.56,1,9.92,0.065
54445,2024-04-16,AT-Vienna,T0092,83020,Thermostat Replace,165.09,62.67,15.93,243.69,254.54,0.097,229.85,0,-13.84,-0.0602
54446,2024-12-10,NL-Amsterdam,T0312,82010,Evaporator Coil Replace,158.15,107.12,28.89,294.16,377.5,0.025,368.06,0,73.9,0.2008
54447,2024-10-21,DE-Hamburg,T0010,83020,Thermostat Replace,62.86,71.01,26.1,159.97,203.71,0.213,160.32,1,0.35,0.0022
54448,2024-10-10,EU-EMEA-Remote,T0356,85005,Refrigerant Charge,33.31,87.2,23.98,144.49,173.76,0.086,158.82,0,14.33,0.0902
54449,2024-12-18,NL-Amsterdam,T0435,82010,Evaporator Coil Replace,467.33,63.91,30.43,561.67,716.59,0.04,687.93,0,126.26,0.1835
54450,2024-06-30,NL-Amsterdam,T0243,83020,Thermostat Replace,40.49,85.81,24.11,150.41,181.97,0.124,159.41,0,9.0,0.0565
54451,2024-02-06,NL-Amsterdam,T0234,81433,Drier Replace,282.73,92.79,23.43,398.95,518.28,0.163,433.8,1,34.85,0.0803
54452,2024-05-16,DE-Munich,T0250,82010,Evaporator Coil Replace,632.2,109.71,21.04,762.95,1104.76,0.08,1016.38,0,253.43,0.2493
54453,2024-12-03,EU-EMEA-Remote,T0038,83020,Thermostat Replace,73.3,67.04,16.27,156.61,203.9,0.093,184.94,0,28.33,0.1532
54454,2024-02-25,EU-EMEA-Remote,T0362,85005,Refrigerant Charge,269.78,90.11,16.29,376.18,449.57,0.058,423.49,0,47.31,0.1117
54455,2024-07-05,NL-Amsterdam,T0111,81433,Drier Replace,320.43,103.64,23.18,447.25,528.75,0.153,447.85,1,0.6,0.0013
54456,2024-12-06,NL-Amsterdam,T0122,85005,Refrigerant Charge,316.36,101.49,30.14,447.99,484.55,0.058,456.45,0,8.46,0.0185
54457,2024-09-14,DE-Munich,T0201,83020,Thermostat Replace,68.11,42.75,26.56,137.42,164.73,0.11,146.61,0,9.19,0.0627
54458,2024-02-27,EU-EMEA-Remote,T0359,81433,Drier Replace,98.64,79.45,26.52,204.61,270.29,0.139,232.72,0,28.11,0.1208
54459,2024-12-28,AT-Vienna,T0021,82010,Evaporator Coil Replace,609.17,17.5,13.15,639.82,754.12,0.08,693.79,0,53.97,0.0778
54460,2024-05-02,AT-Vienna,T0346,81433,Drier Replace,222.26,61.12,26.18,309.56,361.1,0.073,334.74,0,25.18,0.0752
54461,2024-07-06,EU-EMEA-Remote,T0355,84015,Leak Diagnosis & Seal,316.99,91.23,18.81,427.03,539.94,0.091,490.81,0,63.78,0.1299
54462,2024-08-17,DE-Berlin,T0378,84015,Leak Diagnosis & Seal,644.84,63.67,23.41,731.92,901.45,0.071,837.45,1,105.53,0.126
54463,2024-06-16,DE-Hamburg,T0417,85005,Refrigerant Charge,282.55,81.33,26.42,390.3,451.56,0.086,412.73,0,22.43,0.0543
54464,2024-04-23,DE-Hamburg,T0153,84015,Leak Diagnosis & Seal,427.63,55.35,12.75,495.73,607.67,0.161,509.84,0,14.11,0.0277
54465,2024-09-08,DE-Hamburg,T0451,81120,Compressor Repair/Replace,493.32,47.95,23.26,564.53,655.45,0.098,591.22,0,26.69,0.0451
54466,2024-04-16,DE-Hamburg,T0275,83020,Thermostat Replace,256.65,111.2,23.89,391.74,516.11,0.099,465.02,0,73.28,0.1576
54467,2024-02-06,DE-Berlin,T0204,84015,Leak Diagnosis & Seal,226.81,50.04,29.99,306.84,334.25,0.117,295.14,1,-11.7,-0.0396
54468,2024-11-30,DE-Berlin,T0312,81120,Compressor Repair/Replace,123.58,73.76,17.86,215.2,270.43,0.106,241.76,0,26.56,0.1099
54469,2024-04-01,NL-Amsterdam,T0350,83020,Thermostat Replace,80.87,92.63,21.51,195.01,173.31,0.14,149.05,0,-45.96,-0.3084
54470,2024-01-18,DE-Berlin,T0482,81120,Compressor Repair/Replace,181.62,60.15,23.36,265.13,341.47,0.049,324.74,0,59.61,0.1836
54471,2024-12-19,EU-EMEA-Remote,T0432,81433,Drier Replace,10.36,70.69,17.87,98.92,96.83,0.053,91.7,0,-7.22,-0.0787
54472,2024-03-03,EU-EMEA-Remote,T0169,81433,Drier Replace,296.34,52.87,17.72,366.93,410.6,0.191,332.18,0,-34.75,-0.1046
54473,2024-05-29,EU-EMEA-Remote,T0180,82010,Evaporator Coil Replace,306.32,90.16,17.41,413.89,531.84,0.049,505.78,0,91.89,0.1817
54474,2024-05-18,DE-Hamburg,T0392,81433,Drier Replace,172.48,43.14,20.98,236.6,304.82,0.227,235.63,0,-0.97,-0.0041
54475,2024-07-04,DE-Hamburg,T0490,84015,Leak Diagnosis & Seal,169.93,68.11,35.98,274.02,278.23,0.116,245.96,0,-28.06,-0.1141
54476,2024-07-03,EU-EMEA-Remote,T0303,81433,Drier Replace,192.85,70.33,21.26,284.44,334.28,0.11,297.51,1,13.07,0.0439
54477,2024-07-23,DE-Hamburg,T0206,84015,Leak Diagnosis & Seal,708.48,115.16,25.9,849.54,1026.34,0.026,999.66,0,150.12,0.1502
54478,2024-09-16,DE-Berlin,T0459,81120,Compressor Repair/Replace,70.12,80.39,22.25,172.76,192.78,0.072,178.9,0,6.14,0.0343
54479,2024-08-01,AT-Vienna,T0109,83020,Thermostat Replace,397.59,101.25,19.54,518.38,569.76,0.075,527.03,0,8.65,0.0164
54480,2024-09-12,DE-Berlin,T0424,81433,Drier Replace,231.83,79.63,21.81,333.27,442.05,0.026,430.56,0,97.29,0.226
54481,2024-05-14,DE-Munich,T0045,81433,Drier Replace,134.33,113.55,28.15,276.03,335.5,0.251,251.29,0,-24.74,-0.0985
54482,2024-03-01,DE-Berlin,T0108,85005,Refrigerant Charge,114.82,59.76,21.57,196.15,229.5,0.06,215.73,0,19.58,0.0908
54483,2024-12-28,EU-EMEA-Remote,T0317,81120,Compressor Repair/Replace,154.76,112.59,20.71,288.06,371.52,0.046,354.43,0,66.37,0.1873
54484,2024-11-05,NL-Amsterdam,T0439,81433,Drier Replace,28.21,59.22,20.12,107.55,147.07,0.044,140.6,0,33.05,0.2351
54485,2024-03-28,DE-Berlin,T0072,84015,Leak Diagnosis & Seal,106.06,35.56,14.05,155.67,190.76,0.058,179.7,0,24.03,0.1337
54486,2024-11-19,DE-Munich,T0044,84015,Leak Diagnosis & Seal,257.88,62.39,30.32,350.59,372.18,0.075,344.27,0,-6.32,-0.0184
54487,2024-07-25,DE-Munich,T0403,84015,Leak Diagnosis & Seal,215.39,88.41,18.42,322.22,385.75,0.013,380.74,0,58.52,0.1537
54488,2024-05-08,DE-Berlin,T0085,81433,Drier Replace,270.54,39.01,33.76,343.31,363.79,0.075,336.51,0,-6.8,-0.0202
54489,2024-11-06,NL-Amsterdam,T0339,82010,Evaporator Coil Replace,256.86,54.14,23.96,334.96,420.01,0.096,379.69,0,44.73,0.1178
54490,2024-01-03,EU-EMEA-Remote,T0353,85005,Refrigerant Charge,89.17,45.3,33.25,167.72,199.2,0.094,180.48,0,12.76,0.0707
54491,2024-08-29,AT-Vienna,T0255,83020,Thermostat Replace,487.7,84.82,20.4,592.92,699.79,0.127,610.92,1,18.0,0.0295
54492,2024-04-30,DE-Berlin,T0278,81120,Compressor Repair/Replace,158.23,119.63,16.13,293.99,301.55,0.052,285.87,0,-8.12,-0.0284
54493,2024-04-11,DE-Hamburg,T0489,83020,Thermostat Replace,66.78,78.13,30.35,175.26,225.13,0.06,211.62,0,36.36,0.1718
54494,2024-02-07,DE-Hamburg,T0063,81433,Drier Replace,380.65,79.11,17.51,477.27,544.68,0.22,424.85,0,-52.42,-0.1234
54495,2024-12-06,AT-Vienna,T0497,82010,Evaporator Coil Replace,639.79,78.52,32.28,750.59,852.46,0.35,554.1,1,-196.49,-0.3546
54496,2024-05-12,EU-EMEA-Remote,T0376,85005,Refrigerant Charge,110.47,116.58,26.63,253.68,321.18,0.063,300.95,0,47.27,0.1571
54497,2024-07-20,DE-Hamburg,T0378,81120,Compressor Repair/Replace,563.74,52.58,33.72,650.04,816.13,0.049,776.14,0,126.1,0.1625
54498,2024-12-13,DE-Berlin,T0387,85005,Refrigerant Charge,164.11,62.27,14.19,240.57,293.09,0.123,257.04,1,16.47,0.0641
54499,2024-01-21,DE-Munich,T0486,85005,Refrigerant Charge,100.77,68.08,29.65,198.5,240.51,0.091,218.62,1,20.12,0.092
54500,2024-08-29,AT-Vienna,T0329,85005,Refrigerant Charge,237.36,68.89,16.06,322.31,424.31,0.06,398.85,0,76.54,0.1919
54501,2024-04-18,DE-Berlin,T0489,83020,Thermostat Replace,130.62,154.12,5.0,289.74,309.74,0.123,271.64,0,-18.1,-0.0666
54502,2024-10-29,EU-EMEA-Remote,T0351,85005,Refrigerant Charge,23.53,67.89,29.17,120.59,165.17,0.035,159.39,0,38.8,0.2434
54503,2024-03-24,DE-Hamburg,T0370,84015,Leak Diagnosis & Seal,407.21,60.07,21.95,489.23,596.52,0.062,559.54,0,70.31,0.1257
54504,2024-03-23,AT-Vienna,T0176,81433,Drier Replace,175.12,51.67,29.7,256.49,313.68,0.125,274.47,1,17.98,0.0655
54505,2024-10-17,DE-Hamburg,T0155,84015,Leak Diagnosis & Seal,671.94,95.26,22.74,789.94,1034.65,0.191,837.03,0,47.09,0.0563
54506,2024-03-09,DE-Munich,T0404,81433,Drier Replace,348.88,47.95,22.17,419.0,500.0,0.031,484.5,0,65.5,0.1352
54507,2024-05-08,DE-Munich,T0178,84015,Leak Diagnosis & Seal,297.6,82.06,33.98,413.64,528.38,0.174,436.44,0,22.8,0.0522
54508,2024-07-14,AT-Vienna,T0139,81433,Drier Replace,145.26,59.4,22.95,227.61,295.16,0.129,257.08,0,29.47,0.1146
54509,2024-05-19,EU-EMEA-Remote,T0229,84015,Leak Diagnosis & Seal,255.96,48.53,18.2,322.69,403.19,0.227,311.67,1,-11.02,-0.0354
54510,2024-10-09,NL-Amsterdam,T0273,82010,Evaporator Coil Replace,181.71,100.95,21.29,303.95,321.31,0.196,258.33,0,-45.62,-0.1766
54511,2024-11-07,NL-Amsterdam,T0434,82010,Evaporator Coil Replace,446.33,60.65,23.26,530.24,601.52,0.215,472.19,1,-58.05,-0.1229
54512,2024-08-21,AT-Vienna,T0156,85005,Refrigerant Charge,411.55,76.73,5.0,493.28,579.66,0.13,504.3,1,11.02,0.0219
54513,2024-01-23,AT-Vienna,T0494,84015,Leak Diagnosis & Seal,859.07,97.98,25.93,982.98,1228.17,0.169,1020.61,1,37.63,0.0369
